item,Titre,et,createur,AnneeCreation,image,coord 2
http://www.wikidata.org/entity/Q18180819,Louve capitoline,Louve capitoline-anonyme,anonyme,1962,http://commons.wikimedia.org/wiki/Special:FilePath/Louve-Square-Paul-Painlev%C3%A9.jpg,"48.85, 2.3439"
http://www.wikidata.org/entity/Q18191177,Ludwig van Beethoven,Ludwig van Beethoven-Antoine Bourdelle,Antoine Bourdelle,,http://commons.wikimedia.org/wiki/Special:FilePath/Ludwig%20V.%20Beethoven%20par%20%C3%89mile%20Antoine%20Bourdelle%2C%20Paris%202011.jpg,"48.8486, 2.3332"
http://www.wikidata.org/entity/Q23593212,Luís de Camões,Luís de Camões-Clara Menéres,Clara Menéres,1987,http://commons.wikimedia.org/wiki/Special:FilePath/LuisdeCamoes%20Paris.jpg,"48.8594, 2.2871"
http://www.wikidata.org/entity/Q23641882,Lyon,Lyon-Pierre Petitot,Pierre Petitot,1838,http://commons.wikimedia.org/wiki/Special:FilePath/Lyon%20Concorde.jpg,"48.8644, 2.3217"
http://www.wikidata.org/entity/Q21427586,Maison fond,Maison fond-Leandro Erlich,Leandro Erlich,2015,http://commons.wikimedia.org/wiki/Special:FilePath/Immeuble%20parisien%20%3F%20gare%20du%20nord%2C%20Paris%20%2821993202064%29.jpg,"48.87986, 2.35611"
http://www.wikidata.org/entity/Q18145901,Marguerite d'Angoulème,Marguerite d'Angoulème-Joseph-Stanislas Lescorné,Joseph-Stanislas Lescorné,1848,http://commons.wikimedia.org/wiki/Special:FilePath/Marguerite%20d%27Angouleme.JPG,"48.84625, 2.33636"
http://www.wikidata.org/entity/Q18145898,Marguerite d'Anjou,Marguerite d'Anjou-Ferdinand Taluet,Ferdinand Taluet,1877,http://commons.wikimedia.org/wiki/Special:FilePath/Marguerite%20d%27Anjou.JPG,"48.84582, 2.3378"
http://www.wikidata.org/entity/Q18145902,Marguerite de Provence,Marguerite de Provence-Honoré Jean Aristide Husson,Honoré Jean Aristide Husson,1847,http://commons.wikimedia.org/wiki/Special:FilePath/Marguerite%20de%20Provence.JPG,"48.84755, 2.33634"
http://www.wikidata.org/entity/Q18145903,Marie de Médicis,Marie de Médicis-Louis-Denis Caillouette,Louis-Denis Caillouette,1847,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20de%20M%C3%A9dicis%20JdL.JPG,"48.846, 2.33632"
http://www.wikidata.org/entity/Q18145904,Marie Stuart,Marie Stuart-Jean-Jacques Feuchère,Jean-Jacques Feuchère,1846,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Stuart.JPG,"48.84666, 2.33858"
http://www.wikidata.org/entity/Q23318379,Marines,Marines-Henri de Miller,Henri de Miller,1990,,"48.8433, 2.3746"
http://www.wikidata.org/entity/Q18191178,Marius debout sur les ruines de Carthage,Marius debout sur les ruines de Carthage-Victor Vilain,Victor Vilain,,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Jardin%20Luxembourg%20Marius%20Carthage%202014.jpg,"48.8473, 2.3379"
http://www.wikidata.org/entity/Q3294992,Marseille,Marseille-César,César,1960,,"48.8478, 2.3608"
http://www.wikidata.org/entity/Q23641883,Marseille,Marseille-Pierre Petitot,Pierre Petitot,1838,http://commons.wikimedia.org/wiki/Special:FilePath/Marseille%20Concorde.jpg,"48.8642, 2.3213"
http://www.wikidata.org/entity/Q23593257,Mascarons,Mascarons-Auguste Rodin,Auguste Rodin,1897,http://commons.wikimedia.org/wiki/Special:FilePath/Paris-FR-75-parc%20%26%20serres%20d%27Auteuil-03.jpg,
http://www.wikidata.org/entity/Q17984024,Maternité,Maternité-Alphonse-Amédée Cordonnier,Alphonse-Amédée Cordonnier,1899,http://commons.wikimedia.org/wiki/Special:FilePath/Maternit%C3%A9%20par%20Alphonse-Am%C3%A9d%C3%A9e%20Cordonnier.jpg,"48.839936, 2.300756"
http://www.wikidata.org/entity/Q18145905,Mathilde,Mathilde-Jean-Jacques Elshoecht,Jean-Jacques Elshoecht,1848,http://commons.wikimedia.org/wiki/Special:FilePath/Mathilde%20de%20Flandre.JPG,"48.84731, 2.33822"
http://www.wikidata.org/entity/Q23593328,Méditation,Méditation-Tony Noël,Tony Noël,1882,http://commons.wikimedia.org/wiki/Special:FilePath/Tony%20No%C3%ABl%2C%20M%C3%A9ditation%2C%201882.jpg,
http://www.wikidata.org/entity/Q23640029,Mémorial aux victimes du terrorisme,Mémorial aux victimes du terrorisme-Nicolas Alquin,Nicolas Alquin,1998,http://commons.wikimedia.org/wiki/Special:FilePath/19821009TerrorismVictimsMemorial.JPG,"48.8546, 2.3103"
http://www.wikidata.org/entity/Q23639993,Michel de L'Hospital,Michel de L'Hospital-Louis Pierre Deseine,Louis Pierre Deseine,,http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20Michel%20de%20l%27Hospital%20Bibliotheque%20Sainte-Genevieve.jpg,"48.8623, 2.3191"
http://www.wikidata.org/entity/Q18180821,Michel de Montaigne,Michel de Montaigne-Paul Landowski,Paul Landowski,1934,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20de%20Montaigne%20et%20son%20pied%20dor%C3%A9.jpg,"48.8499, 2.3441"
http://www.wikidata.org/entity/Q18177093,Michel Eugène Chevreul,Michel Eugène Chevreul-Léon Fagel,Léon Fagel,1889,http://commons.wikimedia.org/wiki/Special:FilePath/Jardin%20des%20plantes%20chevreul.jpg,"48.844, 2.3563"
http://www.wikidata.org/entity/Q18180812,Mihai Eminescu,Mihai Eminescu-Ileana Sassu,Ileana Sassu,1989,http://commons.wikimedia.org/wiki/Special:FilePath/Eminescu%20face.jpg,"48.8493, 2.3467"
http://www.wikidata.org/entity/Q18180812,Mihai Eminescu,Mihai Eminescu-Ion Vlad,Ion Vlad,1989,http://commons.wikimedia.org/wiki/Special:FilePath/Eminescu%20face.jpg,"48.8493, 2.3467"
http://www.wikidata.org/entity/Q3314761,Mind Accumulation,Mind Accumulation-Micha Laury,Micha Laury,1988,,"48.8471, 2.36145"
http://www.wikidata.org/entity/Q23640115,Minerve,Minerve-Jean-Antoine Houdon,Jean-Antoine Houdon,,http://commons.wikimedia.org/wiki/Special:FilePath/ASSEMBLEE%20NATIONALE%20PALAIS%20BOURBON-PARIS-Dr.%20Murali%20Mohan%20Gurram%20%287%29.jpg,"48.8624, 2.3186"
http://www.wikidata.org/entity/Q18191180,Minerve à la chouette,Minerve à la chouette-anonyme,anonyme,,http://commons.wikimedia.org/wiki/Special:FilePath/Minerve%20%C3%A0%20la%20chouette%2C%20Jardin%20du%20Luxembourg%2C%20Paris%202011.jpg,"48.8473, 2.3365"
http://www.wikidata.org/entity/Q3315847,Mirage,Mirage-Bertrand Lavier,Bertrand Lavier,2006,,"48.8214, 2.3525"
http://www.wikidata.org/entity/Q15726556,Monochrome for Paris,Monochrome for Paris-Nancy Rubins,Nancy Rubins,2013,,"48.8297, 2.3819"
http://www.wikidata.org/entity/Q18191181,Montesquieu,Montesquieu-Charles-François Lebœuf,Charles-François Lebœuf,,,"48.8483, 2.3362"
http://www.wikidata.org/entity/Q23637010,Montmartroise,Montmartroise-Théophile Camel,Théophile Camel,1907,,"48.8918, 2.332"
http://www.wikidata.org/entity/Q23608274,Monument à Alexandre Dumas fils,Monument à Alexandre Dumas fils-René de Saint-Marceaux,René de Saint-Marceaux,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Dumas%20fils%20Pl%20Catroux%2017e%20B.jpg,"48.8822, 2.3113"
http://www.wikidata.org/entity/Q23608287,Monument à Alexandre Dumas père,Monument à Alexandre Dumas père-Gustave Doré,Gustave Doré,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Dumas%20assis%20Gustave%20Dor%C3%A9.jpg,"48.883, 2.3096"
http://www.wikidata.org/entity/Q23641922,Monument à Alfred de Musset,Monument à Alfred de Musset-Antonin Mercié,Antonin Mercié,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20de%20Musset%20muse.jpg,"48.8791, 2.3072"
http://www.wikidata.org/entity/Q23593222,Monument à Alphand,Monument à Alphand-Jules Dalou,Jules Dalou,1899,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Alphand%20%282%29.jpg,"48.8737, 2.2899"
http://www.wikidata.org/entity/Q23641925,Monument à Ambroise Thomas,Monument à Ambroise Thomas-Alexandre Falguière,Alexandre Falguière,,http://commons.wikimedia.org/wiki/Special:FilePath/Monceau%20Thomas.JPG,"48.8794, 2.3098"
http://www.wikidata.org/entity/Q23639916,Monument à Aristide Briand,Monument à Aristide Briand-Paul Landowski,Paul Landowski,1937,,"48.8627, 2.3167"
http://www.wikidata.org/entity/Q18180811,monument à Auguste Comte,monument à Auguste Comte-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Auguste%20Comte%20%28Place%20de%20la%20Sorbonne%2C%20Paris%29%20%282424895170%29.jpg,"48.8488, 2.3421"
http://www.wikidata.org/entity/Q18177091,monument à Bernardin de Saint-Pierre,monument à Bernardin de Saint-Pierre-Louis Holweck,Louis Holweck,1907,http://commons.wikimedia.org/wiki/Special:FilePath/P1020601%20Paris%20V%20Statue%20de%20Bernardin%20de%20Saint-Pierre%20par%20Louis%20Holweck%20rwk.JPG,"48.844, 2.3576"
http://www.wikidata.org/entity/Q23639915,Monument à César Franck,Monument à César Franck-Alfred Lenoir,Alfred Lenoir,1891,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20a%20Cesar%20Franck.jpg,"48.8589, 2.3199"
http://www.wikidata.org/entity/Q16872753,monument à Charles Garnier,monument à Charles Garnier-Gabriel-Jules Thomas,Gabriel-Jules Thomas,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Charles%20Garnier%2C%20Op%C3%A9ra%20Garnier%202011-05-08%20n1.jpg,"48.871858333, 2.330994444"
http://www.wikidata.org/entity/Q16872753,monument à Charles Garnier,monument à Charles Garnier-Jean-Baptiste Carpeaux,Jean-Baptiste Carpeaux,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Charles%20Garnier%2C%20Op%C3%A9ra%20Garnier%202011-05-08%20n1.jpg,"48.871858333, 2.330994444"
http://www.wikidata.org/entity/Q23641915,Monument à Charles Gounod,Monument à Charles Gounod-Antonin Mercié,Antonin Mercié,,http://commons.wikimedia.org/wiki/Special:FilePath/Monceau%20Gounod.JPG,"48.879, 2.3097"
http://www.wikidata.org/entity/Q62091209,Monument à Danton,Monument à Danton-Auguste Paris,Auguste Paris,1891,http://commons.wikimedia.org/wiki/Special:FilePath/Danton%20szobra%20P%C3%A1rizsban.JPG,"48.852261111, 2.339138888"
http://www.wikidata.org/entity/Q23593768,Monument à Debussy,Monument à Debussy-Jean et Joël Martel,Jean et Joël Martel,1932,http://commons.wikimedia.org/wiki/Special:FilePath/Fontaine%20Debussy%20dans%20le%20jardin%20Debussy%20%28Paris%29.jpg,"48.8672, 2.2705"
http://www.wikidata.org/entity/Q18191182,monument à Delacroix,monument à Delacroix-Jules Dalou,Jules Dalou,1890,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20%C3%A0%20Delacroix%20by%20Jules%20Dalou%2C%20Paris%2017%20April%202016%20002.jpg,"48.8482, 2.3355"
http://www.wikidata.org/entity/Q23459626,monument à Diego Brosset,monument à Diego Brosset-Raymond Delamarre,Raymond Delamarre,1955,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Brosset%20Paris%203.jpg,"48.8551, 2.289"
http://www.wikidata.org/entity/Q23641921,Monument à Édouard Pailleron,Monument à Édouard Pailleron-Léopold Bernstamm,Léopold Bernstamm,,http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Monceau%2020060812%20Edouard%20Pailleron.jpg,"48.8792, 2.3117"
http://www.wikidata.org/entity/Q23593705,Monument à Émile Levassor,Monument à Émile Levassor-Camille Lefèvre,Camille Lefèvre,1907,http://commons.wikimedia.org/wiki/Special:FilePath/P1160191%20Paris%20XVI%20square%20A%20et%20R%20Parodi%20monument%20Levassor%20rwk.jpg,"48.876604, 2.280347"
http://www.wikidata.org/entity/Q23593705,Monument à Émile Levassor,Monument à Émile Levassor-Jules Dalou,Jules Dalou,1907,http://commons.wikimedia.org/wiki/Special:FilePath/P1160191%20Paris%20XVI%20square%20A%20et%20R%20Parodi%20monument%20Levassor%20rwk.jpg,"48.876604, 2.280347"
http://www.wikidata.org/entity/Q18177094,monument à Emmanuel Frémiet,monument à Emmanuel Frémiet-Henri-Léon Gréber,Henri-Léon Gréber,1913,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20Fr%C3%A9miet%20Jardin%20des%20Plantes%20Parijs.JPG,"48.8436, 2.364"
http://www.wikidata.org/entity/Q23608326,Monument à Eugène Flachat,Monument à Eugène Flachat-Alfred Boucher,Alfred Boucher,1897,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Flachat%20Verniquet.JPG,"48.887, 2.3008"
http://www.wikidata.org/entity/Q23593533,Monument à Eugène Manuel,Monument à Eugène Manuel-Gustave Michel,Gustave Michel,,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Manuel%20by%20Gustave%20Michel%201908.jpg,
http://www.wikidata.org/entity/Q3323408,monument à Francis Garnier,monument à Francis Garnier-Denys Puech,Denys Puech,,http://commons.wikimedia.org/wiki/Special:FilePath/P1010443%20Paris%20VI%20Place%20Camille-Jullian%20Buste%20de%20Francis%20Garnier%20reductwk.jpg,"48.8402, 2.33675"
http://www.wikidata.org/entity/Q23639905,Monument à François Coppée,Monument à François Coppée-Georges Saupique,Georges Saupique,1959,,"48.8516, 2.3142"
http://www.wikidata.org/entity/Q23448465,Monument à François-Vincent Raspail,Monument à François-Vincent Raspail-Léopold Morice,Léopold Morice,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Raspail%20socle%20vue%20g%C3%A9n%C3%A9rale.jpg,"48.8348, 2.3318"
http://www.wikidata.org/entity/Q11823195,Monument à Frédéric Chopin,Monument à Frédéric Chopin-Jacques Froment-Meurice,Jacques Froment-Meurice,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Monceau%2020060812%20Frederic%20Chopin.jpg,"48.8793, 2.306"
http://www.wikidata.org/entity/Q18180815,monument à Gabriel de Mortillet,monument à Gabriel de Mortillet-Alfred La Penne,Alfred La Penne,1905,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20de%20Mortillet%20monument.jpg,"48.8451, 2.3534"
http://www.wikidata.org/entity/Q23641913,Monument à Guy de Maupassant,Monument à Guy de Maupassant-Raoul Verlet,Raoul Verlet,,http://commons.wikimedia.org/wiki/Special:FilePath/Guy%20de%20Maupassant%2C%20parc%20Monceau%2C%20%C3%89t%C3%A9%20des%20villes%202015.jpg,"48.8799, 2.3099"
http://www.wikidata.org/entity/Q23459636,monument à Henry Farman,monument à Henry Farman-Paul Landowski,Paul Landowski,,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Farman%20-%20Voisin%20Paris%20XVe%202016-01-02.jpg,
http://www.wikidata.org/entity/Q23639919,Monument à  Hippolyte Taine,Monument à  Hippolyte Taine-Oscar Roty,Oscar Roty,1928,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Taine%2C%20square%20d%27Ajaccio%2C%20Paris%207e.jpg,"48.8575, 2.3146"
http://www.wikidata.org/entity/Q23637011,Monument à Jean-Baptiste Carpeaux,Monument à Jean-Baptiste Carpeaux-Léon Fagel,Léon Fagel,1911,,"48.8918, 2.3315"
http://www.wikidata.org/entity/Q23608250,Monument à Jean Leclaire,Monument à Jean Leclaire-Jules Dalou,Jules Dalou,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Dalou%20Jean%20Leclaire%20Epinettes%20Paris%2017e.jpg,"48.8947, 2.3265"
http://www.wikidata.org/entity/Q23638102,Monument à Jean Macé,Monument à Jean Macé-Albert David,Albert David,1961,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20%C3%A0%20Jean%20Mac%C3%A9%20-%201.JPG,"48.8825, 2.3823"
http://www.wikidata.org/entity/Q23641888,Monument à Jean Moulin,Monument à Jean Moulin-Georges Jeanclos,Georges Jeanclos,1984,,"48.8692, 2.3116"
http://www.wikidata.org/entity/Q3323366,monument à Komitas,monument à Komitas-David Erevantzi,David Erevantzi,2003,http://commons.wikimedia.org/wiki/Special:FilePath/Cours%20Albert%201er%20Paris.jpg,"48.864411, 2.309814"
http://www.wikidata.org/entity/Q20055095,Monument à la gloire de l'expansion coloniale française,Monument à la gloire de l'expansion coloniale française-Jean-Baptiste Belloc,Jean-Baptiste Belloc,1913,http://commons.wikimedia.org/wiki/Special:FilePath/Sculpture%20au%20Jardin%20d%27Agronomie%20Tropicale%20-%20Les%20Antilles.JPG,"48.8347, 2.4687"
http://www.wikidata.org/entity/Q18168657,monument à la mémoire du corps expéditionnaire russe,monument à la mémoire du corps expéditionnaire russe-Vladimir Sourovtsev,Vladimir Sourovtsev,2011,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20du%20corps%20exp%C3%A9ditionnaire%20russe.JPG,"48.8644, 2.3108"
http://www.wikidata.org/entity/Q3323421,monument à la mission Marchand,monument à la mission Marchand-Roger-Henri Expert,Roger-Henri Expert,1934,,"48.8345, 2.40877"
http://www.wikidata.org/entity/Q15057808,monument à la République,monument à la République-François-Charles Morice,François-Charles Morice,1883,http://commons.wikimedia.org/wiki/Special:FilePath/A%20la%20Gloire%20de%20la%20R%C3%A9publique%20Fran%C3%A7aise.jpg,"48.86751, 2.363818"
http://www.wikidata.org/entity/Q15057808,monument à la République,monument à la République-Léopold Morice,Léopold Morice,1883,http://commons.wikimedia.org/wiki/Special:FilePath/A%20la%20Gloire%20de%20la%20R%C3%A9publique%20Fran%C3%A7aise.jpg,"48.86751, 2.363818"
http://www.wikidata.org/entity/Q3497585,monument à Léon Gambetta,monument à Léon Gambetta-Jean-Paul Aubé,Jean-Paul Aubé,,http://commons.wikimedia.org/wiki/Special:FilePath/Gambetta%27s%20monument%2C%20Paris%2C%20France%2C%20ca.%201890-1900.jpg,"48.8659, 2.3999"
http://www.wikidata.org/entity/Q3497585,monument à Léon Gambetta,monument à Léon Gambetta-Louis-Charles Boileau,Louis-Charles Boileau,,http://commons.wikimedia.org/wiki/Special:FilePath/Gambetta%27s%20monument%2C%20Paris%2C%20France%2C%20ca.%201890-1900.jpg,"48.8659, 2.3999"
http://www.wikidata.org/entity/Q23608338,Monument à Léon Serpollet,Monument à Léon Serpollet-Jean Boucher,Jean Boucher,1907,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20L%C3%A9on%20Serpollet%2C%20Place%20Saint-Ferdinand%2C%20Paris%2017.jpg,"48.878, 2.2881"
http://www.wikidata.org/entity/Q23639908,Monument à Louis Pasteur,Monument à Louis Pasteur-Alexandre Falguière,Alexandre Falguière,1904,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Louis%20Pasteur%20in%20Paris%20%288183367355%29.jpg,"48.8473, 2.3117"
http://www.wikidata.org/entity/Q23448406,Monument à Ludovic Trarieux,Monument à Ludovic Trarieux-Jean Boucher,Jean Boucher,1907,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Trarieux.JPG,"48.8344, 2.3314"
http://www.wikidata.org/entity/Q23640079,Monument à Marguerite Boucicaut et Clara de Hirsch,Monument à Marguerite Boucicaut et Clara de Hirsch-Paul Moreau-Vauthier,Paul Moreau-Vauthier,1914,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Boucicaut.jpg,"48.8514, 2.3263"
http://www.wikidata.org/entity/Q23608260,Monument à Maria Deraismes,Monument à Maria Deraismes-Louis-Ernest Barrias,Louis-Ernest Barrias,1898,http://commons.wikimedia.org/wiki/Special:FilePath/Barrias%20Maria%20Deraismes%20Epinettes%20Paris%2017e.jpg,"48.8943, 2.3268"
http://www.wikidata.org/entity/Q23459507,monument à Maryse Bastié,monument à Maryse Bastié-Félix Joffre,Félix Joffre,,,"48.8373, 2.2719"
http://www.wikidata.org/entity/Q23448452,Monument à Michel Servet,Monument à Michel Servet-Jean Baffier,Jean Baffier,1900,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Michel%20Servet%20Paris.jpg,"48.8327, 2.3264"
http://www.wikidata.org/entity/Q3323414,monument à Mickiewicz,monument à Mickiewicz-Antoine Bourdelle,Antoine Bourdelle,1929,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Mickievicz%20%28Paris%29%20b.jpg,"48.86434445, 2.30493057"
http://www.wikidata.org/entity/Q23593520,Monument à Paul Adam,Monument à Paul Adam-Paul Landowski,Paul Landowski,,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20%C3%A0%20Paul%20Adam%20Trocad%C3%A9ro.jpg,
http://www.wikidata.org/entity/Q23384378,Monument à Philippe Pinel,Monument à Philippe Pinel-Ludovic-Eugène Durand,Ludovic-Eugène Durand,1879,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20de%20Philippe%20Pinel.JPG,"48.8405, 2.3627"
http://www.wikidata.org/entity/Q18180822,monument à Pierre Puvis de Chavannes,monument à Pierre Puvis de Chavannes-Jules Desbois,Jules Desbois,1924,http://commons.wikimedia.org/wiki/Special:FilePath/P1020073%20Paris%20V%20Square%20Paul%20Painlev%C3%A9%20Statue%20de%20Puvis%20de%20Chavannes%20reductwk.JPG,"48.8502, 2.3442"
http://www.wikidata.org/entity/Q23608302,Monument à Sarah Bernhardt,Monument à Sarah Bernhardt-François Sicard,François Sicard,1926,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Sarah%20Bernhardt%20Fran%C3%A7ois%20Sicard%20Paris.jpg,"48.8821, 2.3109"
http://www.wikidata.org/entity/Q18191117,Monument à Scheurer-Kestner,Monument à Scheurer-Kestner-Jules Dalou,Jules Dalou,1908,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Scheurer-Kestner%20jardin%20Luxembourg.jpg,"48.8465, 2.3372"
http://www.wikidata.org/entity/Q23637008,Monument à Steinlein,Monument à Steinlein-Paul Vannier,Paul Vannier,1936,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9ophile%20Alexandre%20Steinlen%2C%20Paris%202013.jpg,"48.8891, 2.3381"
http://www.wikidata.org/entity/Q23448424,Monument à Théophile Roussel,Monument à Théophile Roussel-Jean-Baptiste Antoine Champeil,Jean-Baptiste Antoine Champeil,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Roussel.jpg,"48.8381, 2.3364"
http://www.wikidata.org/entity/Q23608361,Monument à Tristan Bernard,Monument à Tristan Bernard-Josette Hébert-Coëffin,Josette Hébert-Coëffin,,,"48.8792, 2.2911"
http://www.wikidata.org/entity/Q23646399,Monument au baron Taylor,Monument au baron Taylor-Tony Noël,Tony Noël,1907,http://commons.wikimedia.org/wiki/Special:FilePath/Statue-taylor-place-Johann-Strauss-paris10.jpg,"48.8684, 2.3603"
http://www.wikidata.org/entity/Q23593635,Monument au général de Lattre de Tassigny,Monument au général de Lattre de Tassigny-Philippe Kaeppelin,Philippe Kaeppelin,1981,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Tassigny%20Manziat%206.jpg,"48.8717, 2.2752"
http://www.wikidata.org/entity/Q23639933,Monument au général Gouraud,Monument au général Gouraud-Laure de Noves,Laure de Noves,1899,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Joseph%20Eug%C3%A8ne%20Gouraud%201.jpg,"48.8578, 2.3148"
http://www.wikidata.org/entity/Q23640019,monument au général Mangin,monument au général Mangin-Raymond Martin,Raymond Martin,1954,http://commons.wikimedia.org/wiki/Special:FilePath/P1320254%20Paris%20VII%20place%20du%20President-Mithouard%20statue%20Mangin%20rwk.jpg,"48.8504, 2.3126"
http://www.wikidata.org/entity/Q23593665,monument au maréchal de Rochambeau,monument au maréchal de Rochambeau-Fernand Hamar,Fernand Hamar,,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Jean-Baptiste%20de%20Rochambeau%20%28Paris%29%2C%20Jan%202020%20%2810%29.jpg,"48.8663, 2.2967"
http://www.wikidata.org/entity/Q23639906,Monument au maréchal Fayolle,Monument au maréchal Fayolle-Jean Boucher,Jean Boucher,1935,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20de%20Marie-Emile%20Fayolle%20Paris.JPG,"48.8536, 2.3131"
http://www.wikidata.org/entity/Q23639907,Monument au maréchal Gallieni,Monument au maréchal Gallieni-Jean Boucher,Jean Boucher,1926,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Gallieni%20Invalides.jpg,"48.8537, 2.3118"
http://www.wikidata.org/entity/Q23383642,Monument au Maréchal Juin,Monument au Maréchal Juin-André Greck,André Greck,1983,,"48.8312, 2.3558"
http://www.wikidata.org/entity/Q23448415,Monument au Maréchal Leclerc,Monument au Maréchal Leclerc-Raymond Martin,Raymond Martin,1969,,"48.8211, 2.325"
http://www.wikidata.org/entity/Q23448415,Monument au Maréchal Leclerc,Monument au Maréchal Leclerc-Raymond Subes,Raymond Subes,1969,,"48.8211, 2.325"
http://www.wikidata.org/entity/Q23640042,Monument au maréchal Lyautey,Monument au maréchal Lyautey-François Cogné,François Cogné,1985,,"48.8538, 2.3098"
http://www.wikidata.org/entity/Q23637013,Monument au maréchal Moncey,Monument au maréchal Moncey-Amédée Doublemard,Amédée Doublemard,,http://commons.wikimedia.org/wiki/Special:FilePath/Place%20de%20Clichy%20and%20Monument%20of%20Mar%C3%A9chal%20Moncey%2C%20Paris%2015%20July%202006.jpg,"48.8835, 2.3274"
http://www.wikidata.org/entity/Q18168591,monument au roi Alexandre Ier de Yougoslavie,monument au roi Alexandre Ier de Yougoslavie-Maxime Real del Sarte,Maxime Real del Sarte,1936,,"48.8635, 2.2681"
http://www.wikidata.org/entity/Q81832824,monument aux combattants polonais pour la défense et la libération de la France,monument aux combattants polonais pour la défense et la libération de la France-André Greck,André Greck,1978,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20aux%20combattants%20polonais%20pour%20la%20d%C3%A9fense%20et%20la%20lib%C3%A9ration%20de%20la%20France%20%28Paris%29%20-%20inscription.jpg,"48.861344, 2.291806"
http://www.wikidata.org/entity/Q18191184,monument aux étudiants morts pour la patrie,monument aux étudiants morts pour la patrie-Gaston Watkin,Gaston Watkin,1956,http://commons.wikimedia.org/wiki/Special:FilePath/Etudiants%20resistants%20%283%29.JPG,"48.8484, 2.3387"
http://www.wikidata.org/entity/Q23448460,Monument aux mères du 14e arrondissement,Monument aux mères du 14e arrondissement-Henri Valette,Henri Valette,,,"48.8325, 2.3263"
http://www.wikidata.org/entity/Q23384116,Monument aux mères françaises,Monument aux mères françaises-Alexandre Descatoire,Alexandre Descatoire,1938,,"48.8199, 2.356"
http://www.wikidata.org/entity/Q23384116,Monument aux mères françaises,Monument aux mères françaises-Henri Bouchard,Henri Bouchard,1938,,"48.8199, 2.356"
http://www.wikidata.org/entity/Q23320730,monument aux morts du 12e arrondissement,monument aux morts du 12e arrondissement-Raphaël Hubert,Raphaël Hubert,1927,http://commons.wikimedia.org/wiki/Special:FilePath/P1020719%20Paris%20XII%20Statue%20Victoire%20de%20Raphael%20Hubert%20rwk.JPG,"48.8414, 2.3877"
http://www.wikidata.org/entity/Q23638000,Monument aux victimes de l'Afrique-du-Nord,Monument aux victimes de l'Afrique-du-Nord-Eugène Dodeigne,Eugène Dodeigne,1995,,"48.8816, 2.399"
