item,Titre,et,createur,AnneeCreation,image,coord 2
http://www.wikidata.org/entity/Q23455642,Forgerons,Forgerons-Gustave Michel,Gustave Michel,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20bir%20hakeim%20paris%20riveteurs.jpg,"48.8552, 2.2883"
http://www.wikidata.org/entity/Q23608178,Francisco de Miranda,Francisco de Miranda-Arturo Rus Aguilera,Arturo Rus Aguilera,1982,http://commons.wikimedia.org/wiki/Special:FilePath/FMiranda.jpg,"48.8862, 2.2901"
http://www.wikidata.org/entity/Q18191137,François Rude,François Rude-Joseph Tournois,Joseph Tournois,1888,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7oisRude.jpg,"48.8483, 2.334"
http://www.wikidata.org/entity/Q18180823,François Villon,François Villon-René Collamarini,René Collamarini,1947,http://commons.wikimedia.org/wiki/Special:FilePath/Square%20Paul%20Langevin%20%40%20Paris%20%2829270909523%29.jpg,"48.8481, 2.3497"
http://www.wikidata.org/entity/Q18191138,Frédéric Chopin,Frédéric Chopin-Paul Dubois,Paul Dubois,,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Chopin%20par%20Georges%20Dubois%2C%20Paris%202011.jpg,"48.8457, 2.3336"
http://www.wikidata.org/entity/Q18191139,Frédéric Le Play,Frédéric Le Play-André-Joseph Allar,André-Joseph Allar,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20le%20Play%20Luxembourg.jpg,"48.8454, 2.3362"
http://www.wikidata.org/entity/Q3088245,From Boullée to Eternity,From Boullée to Eternity-Dan Graham,Dan Graham,2006,,"48.8327, 2.28763"
http://www.wikidata.org/entity/Q18191140,Gabriel Vicaire,Gabriel Vicaire-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Vicaire%2C%20Jardin%20du%20Luxembourg%2C%20Paris%2014%20July%202006.jpg,"48.8472, 2.3335"
http://www.wikidata.org/entity/Q23641898,Général de Gaulle,Général de Gaulle-Jean Cardot,Jean Cardot,2000,http://commons.wikimedia.org/wiki/Special:FilePath/P1080987%20France%2C%20Paris%2C%20la%20statue%20du%20g%C3%A9n%C3%A9ral%20de%20Gaulle%20%28une%20%C5%93uvre%20de%20Jean%20Cardot%29%2C%20situ%C3%A9e%20sur%20l%E2%80%99avenue%20des%20Champs-%C3%89lys%C3%A9es%2C%20pr%C3%A8s%20du%20Grand%20Palais%20%285629759956%29.jpg,"48.8675, 2.3136"
http://www.wikidata.org/entity/Q23389030,George Eastman offrant à la France l'institut de stomatologie qui porte son nom,George Eastman offrant à la France l'institut de stomatologie qui porte son nom-Carlo Sarrabezolles,Carlo Sarrabezolles,1938,,"48.8288, 2.3598"
http://www.wikidata.org/entity/Q18191141,George Sand,George Sand-François Sicard,François Sicard,1904,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-L%C3%A9on%20Sicard%20-%20George%20Sand.JPG,"48.8466, 2.3397"
http://www.wikidata.org/entity/Q3102371,Georges Brassens,Georges Brassens-André Greck,André Greck,,,"48.8314, 2.29889"
http://www.wikidata.org/entity/Q23641905,Georges Clemenceau,Georges Clemenceau-François Cogné,François Cogné,1932,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Clemenceau%20Petit%20Palais%20Paris%203.jpg,"48.867, 2.3143"
http://www.wikidata.org/entity/Q23315146,Georges Courteline,Georges Courteline-Félix Benneteau-Desgrois,Félix Benneteau-Desgrois,1935,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Courteline%201921.jpg,"48.8447, 2.4022"
http://www.wikidata.org/entity/Q23641891,Georges Pompidou,Georges Pompidou-Louis Derbré,Louis Derbré,,,
http://www.wikidata.org/entity/Q23313113,Grande Lave,Grande Lave-Marcel Petit,Marcel Petit,,,"48.8394, 2.446"
http://www.wikidata.org/entity/Q23418730,Groupe de baigneuses,Groupe de baigneuses-Morice Lipsi,Morice Lipsi,1952,,"48.8225, 2.3388"
http://www.wikidata.org/entity/Q18168588,guerrier à cheval,guerrier à cheval-Astyanax Scaevola Bosio,Astyanax Scaevola Bosio,,http://commons.wikimedia.org/wiki/Special:FilePath/Cirque%20d%27hiver-Cavalier.JPG,"48.8633, 2.3672"
http://www.wikidata.org/entity/Q18168589,guerrière à cheval,guerrière à cheval-Francisque Duret,Francisque Duret,,http://commons.wikimedia.org/wiki/Special:FilePath/Cirque%20d%27hiver-Cavaliere.JPG,"48.8634, 2.3672"
http://www.wikidata.org/entity/Q61782791,Guillaume Budé,Guillaume Budé-Maximilien Louis Bourgeois,Maximilien Louis Bourgeois,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Bud%C3%A9%2C%20Coll%C3%A8ge%20de%20France%2C%202013.jpg,"48.8491, 2.3449"
http://www.wikidata.org/entity/Q23448524,Guillaume Fichet,Guillaume Fichet-Octave Simon,Octave Simon,2000,,"48.818, 2.3358"
http://www.wikidata.org/entity/Q18191142,Gustave Flaubert,Gustave Flaubert-Auguste Clésinger,Auguste Clésinger,1880,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Flaubert%20Jardin%20du%20Luxembourg%201.jpg,"48.8461, 2.3395"
http://www.wikidata.org/entity/Q18191157,Harde de cerfs écoutant le rapproché,Harde de cerfs écoutant le rapproché-Arthur Le Duc,Arthur Le Duc,1885,http://commons.wikimedia.org/wiki/Special:FilePath/Luxembourg%20statue%20cerf%20daims.jpg,"48.8451, 2.3358"
http://www.wikidata.org/entity/Q23646397,Hector Berlioz,Hector Berlioz-Georges Saupique,Georges Saupique,1948,http://commons.wikimedia.org/wiki/Special:FilePath/Berlioz%20Petit%20BNF%20Gallica.png,"48.8832, 2.3299"
http://www.wikidata.org/entity/Q23608379,Henri Becque,Henri Becque-Auguste Rodin,Auguste Rodin,1908,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Becque%20by%20Auguste%20Rodin%2C%20Place%20Prosper-Goubaux%2C%20Paris%208.jpg,"48.8814, 2.3157"
http://www.wikidata.org/entity/Q23639970,Henri François d'Aguesseau,Henri François d'Aguesseau-Jean Joseph Foucou,Jean Joseph Foucou,,http://commons.wikimedia.org/wiki/Special:FilePath/Aguesseau%2C%20Henri%20Fran%C3%A7ois%20d%27.jpg,"48.8625, 2.3186"
http://www.wikidata.org/entity/Q18191143,Henry Murger,Henry Murger-Henri-Théophile Bouillon,Henri-Théophile Bouillon,1895,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Murger%20par%20Th%C3%A9ophile-Henri%20Bouillon%2C%20Paris%202011.jpg,"48.8487, 2.3387"
http://www.wikidata.org/entity/Q23593510,Hercule domptant un bison,Hercule domptant un bison-Albert Pommier,Albert Pommier,1937,,
http://www.wikidata.org/entity/Q3139724,Hommage à Arago,Hommage à Arago-Jan Dibbets,Jan Dibbets,1994,http://commons.wikimedia.org/wiki/Special:FilePath/Arago%20medallion%20Paris.jpg,"48.86328, 2.33645"
http://www.wikidata.org/entity/Q23317468,Hommage à Berty Albrecht,Hommage à Berty Albrecht-Michèle Forgeois,Michèle Forgeois,1988,,"48.8401, 2.3796"
http://www.wikidata.org/entity/Q3139725,Hommage à Charlie Parker,Hommage à Charlie Parker-Alain Kirili,Alain Kirili,2007,http://commons.wikimedia.org/wiki/Special:FilePath/200710%20AK%20Hommageacharlieparker%20Paris%20web.jpg,"48.8289, 2.37889"
http://www.wikidata.org/entity/Q23593284,Hommage à Jean de La Fontaine,Hommage à Jean de La Fontaine-Charles Correia,Charles Correia,1984,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Jean%20de%20La%20Fontaine%20%40Jardin%20du%20Ranelagh%20%40%20Paris%20%2833648462135%29.jpg,"48.8583, 2.2695"
http://www.wikidata.org/entity/Q23316480,Hommage à Léon,Hommage à Léon-César,César,,,"48.84, 2.3775"
http://www.wikidata.org/entity/Q18177090,Hommage à Saint-John Perse,Hommage à Saint-John Perse-Patrice Alexandre,Patrice Alexandre,1989,,"48.843888888, 2.359444444"
http://www.wikidata.org/entity/Q3139717,Hommage au capitaine Dreyfus,Hommage au capitaine Dreyfus-Tim,Tim,1988,,"48.8451, 2.32877"
http://www.wikidata.org/entity/Q23641895,Honoré de Balzac,Honoré de Balzac-Alexandre Falguière,Alexandre Falguière,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Balzac%20by%20Alexandre%20Falgui%C3%A8re%20-%201.JPG,"48.8747, 2.302"
http://www.wikidata.org/entity/Q23593617,Horace Wells,Horace Wells-René Bertrand-Boutée,René Bertrand-Boutée,1910,http://commons.wikimedia.org/wiki/Special:FilePath/Horace%20Wells%208.JPG,
http://www.wikidata.org/entity/Q3140571,Horizons suspendus,Horizons suspendus-Dominique Labauvie,Dominique Labauvie,1997,,"48.8856, 2.3725"
http://www.wikidata.org/entity/Q3143764,Hydrophage,Hydrophage-Ipoustéguy,Ipoustéguy,1975,,"48.848179, 2.359942"
http://www.wikidata.org/entity/Q18191146,Il Dispetto,Il Dispetto-Jean Valette,Jean Valette,1872,http://commons.wikimedia.org/wiki/Special:FilePath/Il%20dispetto%20par%20Jean%20Valette%2C%20Paris%202011.jpg,"48.8472, 2.3399"
http://www.wikidata.org/entity/Q3148502,Il faut se méfier des mots,Il faut se méfier des mots-Benjamin Vautier,Benjamin Vautier,1993,http://commons.wikimedia.org/wiki/Special:FilePath/BenFautSeMefierDesMots.jpg,"48.8731, 2.38194"
http://www.wikidata.org/entity/Q3149976,Incubate Lactate Perambulate,Incubate Lactate Perambulate-Angela Bulloch,Angela Bulloch,2006,,"48.8269, 2.30778"
http://www.wikidata.org/entity/Q23448529,Instantánea melancólica,Instantánea melancólica-Òscar Estruga i Andreu,Òscar Estruga i Andreu,1971,,"48.8184, 2.3413"
http://www.wikidata.org/entity/Q3153574,Interpénétration des deux espaces,Interpénétration des deux espaces-Guy de Rougemont,Guy de Rougemont,1975,,"48.8482, 2.35949"
http://www.wikidata.org/entity/Q18191188,James Pradier,James Pradier-Louis Desprez,Louis Desprez,1888,http://commons.wikimedia.org/wiki/Special:FilePath/JamesPradier.jpg,"48.8483, 2.3343"
http://www.wikidata.org/entity/Q18191149,Jean-Antoine Houdon,Jean-Antoine Houdon-Ernest-Eugène Hiolle,Ernest-Eugène Hiolle,1888,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%202010%2C%20Buste%20de%20Jean-Antoine%20Houdon%2C%20sur%20le%20c%C3%B4t%C3%A9%20du%20mus%C3%A9e%20du%20Luxembourg.jpg,"48.8484, 2.3339"
http://www.wikidata.org/entity/Q18191148,Jean-Auguste-Dominique Ingres,Jean-Auguste-Dominique Ingres-Pierre Rambaud,Pierre Rambaud,1888,http://commons.wikimedia.org/wiki/Special:FilePath/IngresBuste.jpg,"48.8482, 2.3342"
http://www.wikidata.org/entity/Q23639983,Jean-Baptiste Colbert,Jean-Baptiste Colbert-Jacques Dumont,Jacques Dumont,,,"48.8625, 2.3185"
http://www.wikidata.org/entity/Q18177095,Jean-Baptiste de Lamarck,Jean-Baptiste de Lamarck-Léon Fagel,Léon Fagel,1908,http://commons.wikimedia.org/wiki/Special:FilePath/P1090469%20Paris%20V%20jardin%20des%20Plantes%20statue%20de%20Lamarck%20rwk.jpg,"48.844, 2.3636"
http://www.wikidata.org/entity/Q61782766,Jean-François Champollion,Jean-François Champollion-Auguste Bartholdi,Auguste Bartholdi,1875,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-francois%20champollion%20bartholdi%20statue.jpg,"48.84894, 2.3454306"
http://www.wikidata.org/entity/Q23459618,Jean Gutenberg,Jean Gutenberg-David d'Angers,David d'Angers,1840,http://commons.wikimedia.org/wiki/Special:FilePath/Gutenberg%20%28Paris%20-%2015%20eme%29.jpg,"48.8446, 2.2807"
http://www.wikidata.org/entity/Q18180817,Jean-Jacques Rousseau,Jean-Jacques Rousseau-André Bizette-Lindet,André Bizette-Lindet,1952,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Rousseau%20vers%20Panth%C3%A9on%20Paris%207.jpg,"48.8459, 2.3454"
http://www.wikidata.org/entity/Q18145893,Jeanne d'Albret,Jeanne d'Albret-Jean-Louis Brian,Jean-Louis Brian,1848,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20d%27Albret%20JdL.JPG,"48.84641, 2.33821"
http://www.wikidata.org/entity/Q23637016,Jeanne d'Arc,Jeanne d'Arc-Félix Charpentier,Félix Charpentier,,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20de%20Jeanne%20d%27Arc%2C%20Basilique%20Sainte-Jeanne-d%27Arc%2C%20Paris.jpg,"48.8915, 2.36"
http://www.wikidata.org/entity/Q3176192,"Jeanne d'Arc, libératrice de la France","Jeanne d'Arc, libératrice de la France-Émile-François Chatrousse",Émile-François Chatrousse,,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%2C%20Jeanne%20d%27Arc%20Chatrousse%2013e%20GP.jpg,"48.8384, 2.35704"
http://www.wikidata.org/entity/Q17306899,Jeune éléphant pris au piège,Jeune éléphant pris au piège-Emmanuel Frémiet,Emmanuel Frémiet,1878,http://commons.wikimedia.org/wiki/Special:FilePath/Fremiet%20Elephant.jpg,"48.860485, 2.325098"
http://www.wikidata.org/entity/Q23383008,Jeunes Athlètes,Jeunes Athlètes-Lucien Gibert,Lucien Gibert,,,"48.8166, 2.3469"
http://www.wikidata.org/entity/Q18191150,Jeune Vendangeur,Jeune Vendangeur-Alphonse Dumilatre,Alphonse Dumilatre,1888,,"48.8486, 2.3365"
http://www.wikidata.org/entity/Q18191151,Joies de la famille,Joies de la famille-Horace Daillion,Horace Daillion,1889,http://commons.wikimedia.org/wiki/Special:FilePath/Joies%20de%20la%20Famille%20Daillion%20Luxembourg.jpg,"48.845, 2.3332"
http://www.wikidata.org/entity/Q23608245,José Enrique Rodó,José Enrique Rodó-Pablo Mañé Garzón,Pablo Mañé Garzón,,http://commons.wikimedia.org/wiki/Special:FilePath/Statues%20%40%20Square%20de%20l%27Am%C3%A9rique%20Latine%20%40%20Paris%2017%20%2831134683103%29.jpg,"48.8861, 2.2902"
http://www.wikidata.org/entity/Q18191152,José-Maria de Heredia,José-Maria de Heredia-Victor Ségoffin,Victor Ségoffin,1925,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9-Maria%20de%20Heredia%20Luxembourg.jpg,"48.8452, 2.3337"
http://www.wikidata.org/entity/Q23608236,Juan Montalvo,Juan Montalvo-Arturo Rus Aguilera,Arturo Rus Aguilera,,,"48.8861, 2.29"
http://www.wikidata.org/entity/Q23639902,Jules Hardouin-Mansart,Jules Hardouin-Mansart-Ernest Henri Dubois,Ernest Henri Dubois,1908,http://commons.wikimedia.org/wiki/Special:FilePath/J%20H%20Mansart%20par%20Dubois.jpg,"48.8544, 2.3119"
http://www.wikidata.org/entity/Q18191153,Jules Massenet,Jules Massenet-Raoul Verlet,Raoul Verlet,1920,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Massenet%20monument.jpg,"48.846, 2.3327"
http://www.wikidata.org/entity/Q23448387,Jules Noël,Jules Noël-Georges Saupique,Georges Saupique,1961,,"48.8237, 2.3164"
http://www.wikidata.org/entity/Q23641900,Jules Simon,Jules Simon-Denys Puech,Denys Puech,1902,http://commons.wikimedia.org/wiki/Special:FilePath/P1030139%20Paris%20VIII%20Place%20du%20Guatemala%20Statue%20de%20Jules%20Simon%20rwk.JPG,"48.8766, 2.3182"
http://www.wikidata.org/entity/Q18191154,"Junon, reine du ciel","Junon, reine du ciel-anonyme",anonyme,,http://commons.wikimedia.org/wiki/Special:FilePath/Junon%2C%20reine%20du%20ciel%2C%20Jardin%20du%20Luxembourg%2C%20Paris%202011.jpg,"48.8471, 2.336"
http://www.wikidata.org/entity/Q23608246,Justo Sierra,Justo Sierra-Arturo Rus Aguilera,Arturo Rus Aguilera,,,"48.886, 2.2903"
http://www.wikidata.org/entity/Q23459733,L'Abondance,L'Abondance-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20mirabeau%20injalbert%20abondance.jpg,"48.8465, 2.2763"
http://www.wikidata.org/entity/Q23409527,L'Accident de la mine,L'Accident de la mine-Henri Bouchard,Henri Bouchard,1907,,
http://www.wikidata.org/entity/Q18913612,L'Accueillant,L'Accueillant-Jean Dubuffet,Jean Dubuffet,1988,,"48.8799, 2.40277"
http://www.wikidata.org/entity/Q18191161,L'Acteur grec,L'Acteur grec-Charles-Arthur Bourgeois,Charles-Arthur Bourgeois,1868,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%206%20-%20Bourgeois%20-%20Acteur%20grec.jpg,"48.8478, 2.3386"
http://www.wikidata.org/entity/Q23639892,L'Afrique,L'Afrique-Eugène Delaplanche,Eugène Delaplanche,1878,http://commons.wikimedia.org/wiki/Special:FilePath/Afrique%20Eug%C3%A8ne%20Delaplanche%20mus%C3%A9e%20d%27Orsay%20RF3746.jpg,"48.86, 2.325"
http://www.wikidata.org/entity/Q23593677,L'Âge d'airain,L'Âge d'airain-Auguste Rodin,Auguste Rodin,,http://commons.wikimedia.org/wiki/Special:FilePath/Place%20Rodin%2C%20L%27%C3%82ge%20d%27airain%2C%20Paris%2016.jpg,"48.8533, 2.271"
http://www.wikidata.org/entity/Q18177086,L'Amour captif,L'Amour captif-Félix Sanzel,Félix Sanzel,1908,http://commons.wikimedia.org/wiki/Special:FilePath/Jardin%20des%20Plantes%20-%20Roseraie%20007.JPG,"48.842, 2.3577"
http://www.wikidata.org/entity/Q3205083,L'Âne,L'Âne-François-Xavier Lalanne,François-Xavier Lalanne,,,"48.8314, 2.29889"
http://www.wikidata.org/entity/Q3202412,"L'Artère, le jardin des dessins","L'Artère, le jardin des dessins-Fabrice Hybert",Fabrice Hybert,2006,,"48.893, 2.389"
http://www.wikidata.org/entity/Q18199069,L'Aurore,L'Aurore-François Jouffroy,François Jouffroy,,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Aurore%2C%20Jardin%20Marco-Polo%2C%20Paris%20002.jpg,"48.8416, 2.3368"
http://www.wikidata.org/entity/Q23639914,L'Éducation maternelle,L'Éducation maternelle-Eugène Delaplanche,Eugène Delaplanche,1875,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delaplanche%20L%27%C3%A9ducation%20maternelle.jpg,"48.8592, 2.3199"
http://www.wikidata.org/entity/Q18191169,L'Effort,L'Effort-Pierre Roche,Pierre Roche,1907,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Effort%20by%20Pierre%20Roche%2C%20Luxembourg%20Gardens%2C%20Paris%205%20March%202015.jpg,"48.8486, 2.3334"
http://www.wikidata.org/entity/Q23456155,L'Électricité,L'Électricité-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%2015e%20-%20pont%20de%20Bir-Hakeim%20-%20L%27%C3%A9lectricit%C3%A9%20-%20Jean-Antoine%20Injalbert.JPG,"48.8557, 2.2876"
http://www.wikidata.org/entity/Q3076308,L'Embâcle,L'Embâcle-Charles Daudelin,Charles Daudelin,1984,http://commons.wikimedia.org/wiki/Special:FilePath/Fontaine%20l%27Emb%C3%A2cle%2007%202016.jpg,"48.8533, 2.33306"
http://www.wikidata.org/entity/Q3203214,L'Escalier des signes et des nombres,L'Escalier des signes et des nombres-Antoine Grumbach,Antoine Grumbach,1998,,"48.8297, 2.37667"
http://www.wikidata.org/entity/Q23459497,L'Espérance,L'Espérance-Carlo Sarrabezolles,Carlo Sarrabezolles,,,"48.8371, 2.2734"
http://www.wikidata.org/entity/Q23641930,L'Espérance,L'Espérance-Francisque Duret,Francisque Duret,1867,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Marville%2C%20Square%20de%20la%20Trinit%C3%A9%2C%20sculpteur%203%2C%20ca.%201853%E2%80%9370.jpg,"48.8769, 2.3316"
http://www.wikidata.org/entity/Q23448400,L'Esprit de la Force,L'Esprit de la Force-Magda Frank,Magda Frank,1972,,"48.8325, 2.3136"
http://www.wikidata.org/entity/Q18168655,L'Harmonie triomphant de la Discorde,L'Harmonie triomphant de la Discorde-Georges Récipon,Georges Récipon,,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Palais%20-%20Detail%20%281%29.jpg,"48.8652, 2.313"
http://www.wikidata.org/entity/Q3203476,L'Heure de tous,L'Heure de tous-Arman,Arman,1985,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Heure%20de%20tous.jpg,"48.875769444, 2.326605555"
http://www.wikidata.org/entity/Q23459643,L'Histoire,L'Histoire-Émile-François Chatrousse,Émile-François Chatrousse,1899,http://commons.wikimedia.org/wiki/Special:FilePath/Histoire%20inscrivant%20le%20centenaire%20par%20%C3%89mile%20Chatrousse%2C%20Paris%20002.jpg,"48.8405, 2.3004"
http://www.wikidata.org/entity/Q18191171,L'Hiver,L'Hiver-Michel Anguier,Michel Anguier,,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Hiver%20attributed%20to%20Michel%20Anguier%2C%20Paris%2017%20April%202016%20001.jpg,"48.8479, 2.3333"
http://www.wikidata.org/entity/Q23316603,L'Homme,L'Homme-Ipoustéguy,Ipoustéguy,,,"48.8402, 2.3779"
http://www.wikidata.org/entity/Q23593447,L'Homme,L'Homme-Pierre Traverse,Pierre Traverse,1937,,
http://www.wikidata.org/entity/Q18168656,L'Immortalité devançant le Temps,L'Immortalité devançant le Temps-Georges Récipon,Georges Récipon,,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Palais%20Paris%20Mai%202006%20005.jpg,"48.8671, 2.3132"
http://www.wikidata.org/entity/Q25915501,L'Inspiration guidée par la Sagesse,L'Inspiration guidée par la Sagesse-Victor Peter,Victor Peter,,http://commons.wikimedia.org/wiki/Special:FilePath/L%E2%80%99inspiration%20guidee%20par%20la%20sagesse.jpg,"48.8661, 2.3105"
http://www.wikidata.org/entity/Q3204451,L'Oiseau,L'Oiseau-Vincent Barré,Vincent Barré,1994,,"48.841667, 2.356583"
http://www.wikidata.org/entity/Q23459543,L'Oiseau lunaire,L'Oiseau lunaire-Joan Miró,Joan Miró,1966,,"48.8419, 2.3056"
http://www.wikidata.org/entity/Q23316707,L'Un,L'Un-Étienne Martin,Étienne Martin,,,"48.8404, 2.3782"
http://www.wikidata.org/entity/Q3206679,La Bicyclette ensevelie,La Bicyclette ensevelie-Claes Oldenburg,Claes Oldenburg,1990,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Parc%20de%20La%20Villette%20Bicyclette%20ensevelie%2001a.jpg,"48.893223, 2.391817"
http://www.wikidata.org/entity/Q3206679,La Bicyclette ensevelie,La Bicyclette ensevelie-Coosje van Bruggen,Coosje van Bruggen,1990,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Parc%20de%20La%20Villette%20Bicyclette%20ensevelie%2001a.jpg,"48.893223, 2.391817"
http://www.wikidata.org/entity/Q18191155,La Bocca della Verità,La Bocca della Verità-Jules Blanchard,Jules Blanchard,1871,http://commons.wikimedia.org/wiki/Special:FilePath/Blanchard.jpg,"48.8466, 2.3399"
http://www.wikidata.org/entity/Q23593408,La Campagne,La Campagne-Paul Cornet,Paul Cornet,1937,,
http://www.wikidata.org/entity/Q3207118,La Ceinture de feu,La Ceinture de feu-Angela Detanico,Angela Detanico,2011,http://commons.wikimedia.org/wiki/Special:FilePath/IPGPCuvier.jpg,"48.8448, 2.35659"
http://www.wikidata.org/entity/Q3207118,La Ceinture de feu,La Ceinture de feu-Rafael Lain,Rafael Lain,2011,http://commons.wikimedia.org/wiki/Special:FilePath/IPGPCuvier.jpg,"48.8448, 2.35659"
http://www.wikidata.org/entity/Q23641926,La Charité,La Charité-Francisque Duret,Francisque Duret,1867,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Marville%2C%20Square%20de%20la%20Trinit%C3%A9%2C%20sculpteur%201%2C%20ca.%201853%E2%80%9370.jpg,"48.8769, 2.3315"
http://www.wikidata.org/entity/Q23316244,La Dame de Bercy,La Dame de Bercy-Michel Charpentier,Michel Charpentier,,,"48.8396, 2.3767"
http://www.wikidata.org/entity/Q23310554,La Danse,La Danse-Charles Malfray,Charles Malfray,1937,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Danse%2C%20Jardin%20de%20Reuilly%2C%20Paris%2004.jpg,"48.842, 2.3872"
http://www.wikidata.org/entity/Q747835,La Danse de la fontaine émergente,La Danse de la fontaine émergente-Chen Zhen,Chen Zhen,2008,,"48.83916667, 2.37055556"
http://www.wikidata.org/entity/Q23593565,La Danse triomphale,La Danse triomphale-Carlo Sarrabezolles,Carlo Sarrabezolles,1925,,
http://www.wikidata.org/entity/Q23639918,La Défense du foyer,La Défense du foyer-Émile André Boisseau,Émile André Boisseau,1887,http://commons.wikimedia.org/wiki/Special:FilePath/Home%20defence%20square%20Ajaccio%20Paris.jpg,"48.8573, 2.3146"
http://www.wikidata.org/entity/Q3208162,La Demeure 10,La Demeure 10-Étienne Martin,Étienne Martin,1968,,"48.8331, 2.38528"
http://www.wikidata.org/entity/Q23593355,La Femme,La Femme-Daniel-Joseph Bacqué,Daniel-Joseph Bacqué,1937,,
http://www.wikidata.org/entity/Q23313142,La Femme allongée,La Femme allongée-Baltasar Lobo,Baltasar Lobo,,,"48.8373, 2.4456"
http://www.wikidata.org/entity/Q23641889,La Femme assise dans un fauteuil,La Femme assise dans un fauteuil-Alexander Bourganov,Alexander Bourganov,2001,,
http://www.wikidata.org/entity/Q18191156,La Femme aux pommes,La Femme aux pommes-Jean Terzieff,Jean Terzieff,1937,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Femme%20aux%20Pommes%20statue.JPG,"48.848, 2.3382"
http://www.wikidata.org/entity/Q23641928,La Foi,La Foi-Francisque Duret,Francisque Duret,1867,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Marville%2C%20Square%20de%20la%20Trinit%C3%A9%2C%20sculpteur%202%2C%20ca.%201853%E2%80%9370.jpg,"48.8769, 2.3314"
http://www.wikidata.org/entity/Q23459533,La Fontaine des Polypores,La Fontaine des Polypores-Jean-Yves Lechevallier,Jean-Yves Lechevallier,,http://commons.wikimedia.org/wiki/Special:FilePath/Polypores%20Fountain.%20Jean%20Yves%20Lechevallier.jpg,"48.8384, 2.2787"
http://www.wikidata.org/entity/Q23639898,La Force,La Force-Antoine Bourdelle,Antoine Bourdelle,1918,http://commons.wikimedia.org/wiki/Special:FilePath/Sculpture%20Force%20de%20la%20Volont%C3%A9%2C%20Quai%20D%27Orsay.jpg,"48.8595, 2.3266"
http://www.wikidata.org/entity/Q23072410,La France,La France-Antoine Bourdelle,Antoine Bourdelle,1948,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Bourdelle%2C%20ca.1922%2C%20Monument%20La%20France%2C%20H.%209%20m%2C%20bronze%2C%20Hohwiller%20founder%2C%20erected%2018%20June%201948%2C%20Palais%20de%20Tokyo%2C%20Paris.jpg,"48.8643, 2.2971"
http://www.wikidata.org/entity/Q58806704,la France de la Renaissance,la France de la Renaissance-Jules Coutan,Jules Coutan,,http://commons.wikimedia.org/wiki/Special:FilePath/France%20Renaissance%20Coutan%20Pont%20Alexandre%20III.jpg,
http://www.wikidata.org/entity/Q58729635,la France de Louis XIV,la France de Louis XIV-Laurent Marqueste,Laurent Marqueste,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20France%20sous%20Louis%20XIV%20Marqueste%20Pont%20Alexandre%20III.jpg,
